,Time (CET),Day-ahead Total Load Forecast [MW] - BZN|DE-LU,Actual Total Load [MW] - BZN|DE-LU,Imbalance [MW],Quarter
324,04.01.2019 09:00 - 04.01.2019 09:15,60655.0,66255.0,5600.0,36
325,04.01.2019 09:15 - 04.01.2019 09:30,61292.0,67022.0,5730.0,37
326,04.01.2019 09:30 - 04.01.2019 09:45,61214.0,67582.0,6368.0,38
327,04.01.2019 09:45 - 04.01.2019 10:00,61546.0,67055.0,5509.0,39
328,04.01.2019 10:00 - 04.01.2019 10:15,61930.0,67212.0,5282.0,40
329,04.01.2019 10:15 - 04.01.2019 10:30,62199.0,68400.0,6201.0,41
330,04.01.2019 10:30 - 04.01.2019 10:45,61870.0,68723.0,6853.0,42
331,04.01.2019 10:45 - 04.01.2019 11:00,62030.0,68910.0,6880.0,43
332,04.01.2019 11:00 - 04.01.2019 11:15,62211.0,68877.0,6666.0,44
333,04.01.2019 11:15 - 04.01.2019 11:30,62364.0,69292.0,6928.0,45
334,04.01.2019 11:30 - 04.01.2019 11:45,62735.0,69584.0,6849.0,46
335,04.01.2019 11:45 - 04.01.2019 12:00,62962.0,69936.0,6974.0,47
336,04.01.2019 12:00 - 04.01.2019 12:15,62306.0,70143.0,7837.0,48
337,04.01.2019 12:15 - 04.01.2019 12:30,62525.0,70074.0,7549.0,49
338,04.01.2019 12:30 - 04.01.2019 12:45,62099.0,70276.0,8177.0,50
339,04.01.2019 12:45 - 04.01.2019 13:00,61874.0,70199.0,8325.0,51
340,04.01.2019 13:00 - 04.01.2019 13:15,61448.0,70167.0,8719.0,52
341,04.01.2019 13:15 - 04.01.2019 13:30,60997.0,69703.0,8706.0,53
342,04.01.2019 13:30 - 04.01.2019 13:45,60507.0,69357.0,8850.0,54
343,04.01.2019 13:45 - 04.01.2019 14:00,59810.0,69045.0,9235.0,55
344,04.01.2019 14:00 - 04.01.2019 14:15,59746.0,68702.0,8956.0,56
345,04.01.2019 14:15 - 04.01.2019 14:30,59145.0,68209.0,9064.0,57
346,04.01.2019 14:30 - 04.01.2019 14:45,59201.0,67858.0,8657.0,58
347,04.01.2019 14:45 - 04.01.2019 15:00,59462.0,67725.0,8263.0,59
348,04.01.2019 15:00 - 04.01.2019 15:15,59724.0,67323.0,7599.0,60
349,04.01.2019 15:15 - 04.01.2019 15:30,59109.0,67048.0,7939.0,61
350,04.01.2019 15:30 - 04.01.2019 15:45,59191.0,66948.0,7757.0,62
351,04.01.2019 15:45 - 04.01.2019 16:00,59279.0,67089.0,7810.0,63
352,04.01.2019 16:00 - 04.01.2019 16:15,59891.0,67895.0,8004.0,64
353,04.01.2019 16:15 - 04.01.2019 16:30,60460.0,67932.0,7472.0,65
354,04.01.2019 16:30 - 04.01.2019 16:45,60968.0,68580.0,7612.0,66
355,04.01.2019 16:45 - 04.01.2019 17:00,61670.0,69139.0,7469.0,67
356,04.01.2019 17:00 - 04.01.2019 17:15,62704.0,70011.0,7307.0,68
357,04.01.2019 17:15 - 04.01.2019 17:30,63264.0,70119.0,6855.0,69
358,04.01.2019 17:30 - 04.01.2019 17:45,63401.0,70518.0,7117.0,70
359,04.01.2019 17:45 - 04.01.2019 18:00,63477.0,70298.0,6821.0,71
360,04.01.2019 18:00 - 04.01.2019 18:15,63089.0,70199.0,7110.0,72
361,04.01.2019 18:15 - 04.01.2019 18:30,63085.0,69912.0,6827.0,73
362,04.01.2019 18:30 - 04.01.2019 18:45,62926.0,69372.0,6446.0,74
363,04.01.2019 18:45 - 04.01.2019 19:00,62530.0,69051.0,6521.0,75
364,04.01.2019 19:00 - 04.01.2019 19:15,61990.0,68231.0,6241.0,76
365,04.01.2019 19:15 - 04.01.2019 19:30,61163.0,67509.0,6346.0,77
366,04.01.2019 19:30 - 04.01.2019 19:45,60538.0,66933.0,6395.0,78
367,04.01.2019 19:45 - 04.01.2019 20:00,59884.0,65983.0,6099.0,79
368,04.01.2019 20:00 - 04.01.2019 20:15,58788.0,63996.0,5208.0,80
369,04.01.2019 20:15 - 04.01.2019 20:30,57429.0,63010.0,5581.0,81
370,04.01.2019 20:30 - 04.01.2019 20:45,56839.0,62236.0,5397.0,82
371,04.01.2019 20:45 - 04.01.2019 21:00,56203.0,61303.0,5100.0,83
372,04.01.2019 21:00 - 04.01.2019 21:15,55239.0,60533.0,5294.0,84
373,04.01.2019 21:15 - 04.01.2019 21:30,54698.0,59895.0,5197.0,85
374,04.01.2019 21:30 - 04.01.2019 21:45,54758.0,59590.0,4832.0,86
375,04.01.2019 21:45 - 04.01.2019 22:00,53791.0,58970.0,5179.0,87
376,04.01.2019 22:00 - 04.01.2019 22:15,53933.0,59468.0,5535.0,88
377,04.01.2019 22:15 - 04.01.2019 22:30,52970.0,58978.0,6008.0,89
378,04.01.2019 22:30 - 04.01.2019 22:45,52361.0,58089.0,5728.0,90
379,04.01.2019 22:45 - 04.01.2019 23:00,51259.0,57195.0,5936.0,91
380,04.01.2019 23:00 - 04.01.2019 23:15,50208.0,55401.0,5193.0,92
381,04.01.2019 23:15 - 04.01.2019 23:30,49113.0,54726.0,5613.0,93
382,04.01.2019 23:30 - 04.01.2019 23:45,48126.0,53687.0,5561.0,94
383,04.01.2019 23:45 - 05.01.2019 00:00,47239.0,52635.0,5396.0,95
384,05.01.2019 00:00 - 05.01.2019 00:15,47815.0,51602.0,3787.0,0
385,05.01.2019 00:15 - 05.01.2019 00:30,48230.0,51142.0,2912.0,1
386,05.01.2019 00:30 - 05.01.2019 00:45,47672.0,51059.0,3387.0,2
387,05.01.2019 00:45 - 05.01.2019 01:00,47128.0,50670.0,3542.0,3
388,05.01.2019 01:00 - 05.01.2019 01:15,46564.0,49865.0,3301.0,4
389,05.01.2019 01:15 - 05.01.2019 01:30,45804.0,48977.0,3173.0,5
390,05.01.2019 01:30 - 05.01.2019 01:45,45911.0,48862.0,2951.0,6
391,05.01.2019 01:45 - 05.01.2019 02:00,45638.0,48579.0,2941.0,7
392,05.01.2019 02:00 - 05.01.2019 02:15,45201.0,48038.0,2837.0,8
393,05.01.2019 02:15 - 05.01.2019 02:30,44834.0,47680.0,2846.0,9
394,05.01.2019 02:30 - 05.01.2019 02:45,45225.0,47985.0,2760.0,10
395,05.01.2019 02:45 - 05.01.2019 03:00,45247.0,47704.0,2457.0,11
396,05.01.2019 03:00 - 05.01.2019 03:15,44880.0,47149.0,2269.0,12
397,05.01.2019 03:15 - 05.01.2019 03:30,44943.0,47044.0,2101.0,13
398,05.01.2019 03:30 - 05.01.2019 03:45,45063.0,47311.0,2248.0,14
399,05.01.2019 03:45 - 05.01.2019 04:00,45125.0,47419.0,2294.0,15
400,05.01.2019 04:00 - 05.01.2019 04:15,45309.0,47981.0,2672.0,16
401,05.01.2019 04:15 - 05.01.2019 04:30,45282.0,48059.0,2777.0,17
402,05.01.2019 04:30 - 05.01.2019 04:45,45592.0,48195.0,2603.0,18
403,05.01.2019 04:45 - 05.01.2019 05:00,45421.0,48162.0,2741.0,19
404,05.01.2019 05:00 - 05.01.2019 05:15,45587.0,48200.0,2613.0,20
405,05.01.2019 05:15 - 05.01.2019 05:30,44861.0,47964.0,3103.0,21
406,05.01.2019 05:30 - 05.01.2019 05:45,45078.0,47865.0,2787.0,22
407,05.01.2019 05:45 - 05.01.2019 06:00,44932.0,47853.0,2921.0,23
408,05.01.2019 06:00 - 05.01.2019 06:15,44531.0,47985.0,3454.0,24
409,05.01.2019 06:15 - 05.01.2019 06:30,45145.0,48734.0,3589.0,25
410,05.01.2019 06:30 - 05.01.2019 06:45,45614.0,49530.0,3916.0,26
411,05.01.2019 06:45 - 05.01.2019 07:00,46206.0,49075.0,2869.0,27
412,05.01.2019 07:00 - 05.01.2019 07:15,46917.0,49828.0,2911.0,28
413,05.01.2019 07:15 - 05.01.2019 07:30,47745.0,50342.0,2597.0,29
414,05.01.2019 07:30 - 05.01.2019 07:45,49979.0,51091.0,1112.0,30
415,05.01.2019 07:45 - 05.01.2019 08:00,51660.0,51544.0,-116.0,31
416,05.01.2019 08:00 - 05.01.2019 08:15,53044.0,53166.0,122.0,32
417,05.01.2019 08:15 - 05.01.2019 08:30,53906.0,54054.0,148.0,33
418,05.01.2019 08:30 - 05.01.2019 08:45,54968.0,53749.0,-1219.0,34
419,05.01.2019 08:45 - 05.01.2019 09:00,55494.0,54563.0,-931.0,35
420,05.01.2019 09:00 - 05.01.2019 09:15,56739.0,56411.0,-328.0,36
421,05.01.2019 09:15 - 05.01.2019 09:30,58385.0,57116.0,-1269.0,37
422,05.01.2019 09:30 - 05.01.2019 09:45,58168.0,58081.0,-87.0,38
423,05.01.2019 09:45 - 05.01.2019 10:00,58212.0,58653.0,441.0,39
424,05.01.2019 10:00 - 05.01.2019 10:15,58852.0,59547.0,695.0,40
425,05.01.2019 10:15 - 05.01.2019 10:30,59721.0,60110.0,389.0,41
426,05.01.2019 10:30 - 05.01.2019 10:45,58939.0,60472.0,1533.0,42
427,05.01.2019 10:45 - 05.01.2019 11:00,59151.0,60813.0,1662.0,43
428,05.01.2019 11:00 - 05.01.2019 11:15,59929.0,61410.0,1481.0,44
429,05.01.2019 11:15 - 05.01.2019 11:30,59632.0,61397.0,1765.0,45
430,05.01.2019 11:30 - 05.01.2019 11:45,60316.0,61927.0,1611.0,46
431,05.01.2019 11:45 - 05.01.2019 12:00,60446.0,61945.0,1499.0,47
432,05.01.2019 12:00 - 05.01.2019 12:15,59507.0,62137.0,2630.0,48
433,05.01.2019 12:15 - 05.01.2019 12:30,59584.0,61950.0,2366.0,49
434,05.01.2019 12:30 - 05.01.2019 12:45,59396.0,61728.0,2332.0,50
435,05.01.2019 12:45 - 05.01.2019 13:00,58795.0,61237.0,2442.0,51
436,05.01.2019 13:00 - 05.01.2019 13:15,57743.0,61068.0,3325.0,52
437,05.01.2019 13:15 - 05.01.2019 13:30,57180.0,60423.0,3243.0,53
438,05.01.2019 13:30 - 05.01.2019 13:45,57000.0,60190.0,3190.0,54
439,05.01.2019 13:45 - 05.01.2019 14:00,55983.0,60021.0,4038.0,55
440,05.01.2019 14:00 - 05.01.2019 14:15,56006.0,59929.0,3923.0,56
441,05.01.2019 14:15 - 05.01.2019 14:30,55281.0,59296.0,4015.0,57
442,05.01.2019 14:30 - 05.01.2019 14:45,55204.0,58772.0,3568.0,58
443,05.01.2019 14:45 - 05.01.2019 15:00,55849.0,58466.0,2617.0,59
444,05.01.2019 15:00 - 05.01.2019 15:15,56354.0,59061.0,2707.0,60
445,05.01.2019 15:15 - 05.01.2019 15:30,55326.0,58893.0,3567.0,61
446,05.01.2019 15:30 - 05.01.2019 15:45,55482.0,58742.0,3260.0,62
447,05.01.2019 15:45 - 05.01.2019 16:00,55705.0,58575.0,2870.0,63
448,05.01.2019 16:00 - 05.01.2019 16:15,55855.0,58832.0,2977.0,64
449,05.01.2019 16:15 - 05.01.2019 16:30,56689.0,59103.0,2414.0,65
450,05.01.2019 16:30 - 05.01.2019 16:45,57481.0,59802.0,2321.0,66
451,05.01.2019 16:45 - 05.01.2019 17:00,58006.0,60733.0,2727.0,67
452,05.01.2019 17:00 - 05.01.2019 17:15,59190.0,62271.0,3081.0,68
453,05.01.2019 17:15 - 05.01.2019 17:30,59837.0,62342.0,2505.0,69
454,05.01.2019 17:30 - 05.01.2019 17:45,59937.0,62410.0,2473.0,70
455,05.01.2019 17:45 - 05.01.2019 18:00,60395.0,62624.0,2229.0,71
456,05.01.2019 18:00 - 05.01.2019 18:15,60208.0,62716.0,2508.0,72
457,05.01.2019 18:15 - 05.01.2019 18:30,60440.0,61678.0,1238.0,73
458,05.01.2019 18:30 - 05.01.2019 18:45,60272.0,61824.0,1552.0,74
459,05.01.2019 18:45 - 05.01.2019 19:00,59040.0,61834.0,2794.0,75
460,05.01.2019 19:00 - 05.01.2019 19:15,58710.0,61325.0,2615.0,76
461,05.01.2019 19:15 - 05.01.2019 19:30,58194.0,60519.0,2325.0,77
462,05.01.2019 19:30 - 05.01.2019 19:45,57763.0,59726.0,1963.0,78
463,05.01.2019 19:45 - 05.01.2019 20:00,56244.0,59088.0,2844.0,79
464,05.01.2019 20:00 - 05.01.2019 20:15,55874.0,57732.0,1858.0,80
465,05.01.2019 20:15 - 05.01.2019 20:30,54464.0,56576.0,2112.0,81
466,05.01.2019 20:30 - 05.01.2019 20:45,54067.0,55983.0,1916.0,82
467,05.01.2019 20:45 - 05.01.2019 21:00,53732.0,55313.0,1581.0,83
468,05.01.2019 21:00 - 05.01.2019 21:15,52787.0,54394.0,1607.0,84
469,05.01.2019 21:15 - 05.01.2019 21:30,52401.0,54058.0,1657.0,85
470,05.01.2019 21:30 - 05.01.2019 21:45,52900.0,53524.0,624.0,86
471,05.01.2019 21:45 - 05.01.2019 22:00,52242.0,53123.0,881.0,87
472,05.01.2019 22:00 - 05.01.2019 22:15,52761.0,53676.0,915.0,88
473,05.01.2019 22:15 - 05.01.2019 22:30,50945.0,53161.0,2216.0,89
474,05.01.2019 22:30 - 05.01.2019 22:45,51317.0,52299.0,982.0,90
475,05.01.2019 22:45 - 05.01.2019 23:00,49876.0,51742.0,1866.0,91
476,05.01.2019 23:00 - 05.01.2019 23:15,49755.0,50210.0,455.0,92
477,05.01.2019 23:15 - 05.01.2019 23:30,48689.0,49287.0,598.0,93
478,05.01.2019 23:30 - 05.01.2019 23:45,47207.0,48672.0,1465.0,94
479,05.01.2019 23:45 - 06.01.2019 00:00,46449.0,48121.0,1672.0,95
480,06.01.2019 00:00 - 06.01.2019 00:15,46117.0,46900.0,783.0,0
481,06.01.2019 00:15 - 06.01.2019 00:30,45861.0,45990.0,129.0,1
482,06.01.2019 00:30 - 06.01.2019 00:45,45516.0,45595.0,79.0,2
483,06.01.2019 00:45 - 06.01.2019 01:00,45155.0,45023.0,-132.0,3
484,06.01.2019 01:00 - 06.01.2019 01:15,44744.0,44414.0,-330.0,4
485,06.01.2019 01:15 - 06.01.2019 01:30,43798.0,44078.0,280.0,5
486,06.01.2019 01:30 - 06.01.2019 01:45,44116.0,43803.0,-313.0,6
487,06.01.2019 01:45 - 06.01.2019 02:00,43635.0,43340.0,-295.0,7
488,06.01.2019 02:00 - 06.01.2019 02:15,43333.0,42777.0,-556.0,8
489,06.01.2019 02:15 - 06.01.2019 02:30,42850.0,42706.0,-144.0,9
490,06.01.2019 02:30 - 06.01.2019 02:45,43271.0,42197.0,-1074.0,10
491,06.01.2019 02:45 - 06.01.2019 03:00,43330.0,42039.0,-1291.0,11
492,06.01.2019 03:00 - 06.01.2019 03:15,42860.0,41982.0,-878.0,12
493,06.01.2019 03:15 - 06.01.2019 03:30,42980.0,42045.0,-935.0,13
494,06.01.2019 03:30 - 06.01.2019 03:45,42876.0,41750.0,-1126.0,14
495,06.01.2019 03:45 - 06.01.2019 04:00,42821.0,41496.0,-1325.0,15
496,06.01.2019 04:00 - 06.01.2019 04:15,43241.0,41351.0,-1890.0,16
497,06.01.2019 04:15 - 06.01.2019 04:30,42789.0,41439.0,-1350.0,17
498,06.01.2019 04:30 - 06.01.2019 04:45,43150.0,41419.0,-1731.0,18
499,06.01.2019 04:45 - 06.01.2019 05:00,43188.0,41372.0,-1816.0,19
500,06.01.2019 05:00 - 06.01.2019 05:15,42873.0,41320.0,-1553.0,20
501,06.01.2019 05:15 - 06.01.2019 05:30,42416.0,40857.0,-1559.0,21
502,06.01.2019 05:30 - 06.01.2019 05:45,42513.0,40716.0,-1797.0,22
503,06.01.2019 05:45 - 06.01.2019 06:00,42308.0,40516.0,-1792.0,23
504,06.01.2019 06:00 - 06.01.2019 06:15,41453.0,40344.0,-1109.0,24
505,06.01.2019 06:15 - 06.01.2019 06:30,41894.0,40448.0,-1446.0,25
506,06.01.2019 06:30 - 06.01.2019 06:45,42143.0,40505.0,-1638.0,26
507,06.01.2019 06:45 - 06.01.2019 07:00,42473.0,40724.0,-1749.0,27
508,06.01.2019 07:00 - 06.01.2019 07:15,42663.0,40950.0,-1713.0,28
509,06.01.2019 07:15 - 06.01.2019 07:30,42889.0,41019.0,-1870.0,29
510,06.01.2019 07:30 - 06.01.2019 07:45,44262.0,41510.0,-2752.0,30
511,06.01.2019 07:45 - 06.01.2019 08:00,44987.0,42244.0,-2743.0,31
512,06.01.2019 08:00 - 06.01.2019 08:15,46172.0,43564.0,-2608.0,32
513,06.01.2019 08:15 - 06.01.2019 08:30,46250.0,44263.0,-1987.0,33
514,06.01.2019 08:30 - 06.01.2019 08:45,47052.0,44828.0,-2224.0,34
515,06.01.2019 08:45 - 06.01.2019 09:00,47711.0,45771.0,-1940.0,35
516,06.01.2019 09:00 - 06.01.2019 09:15,48662.0,47445.0,-1217.0,36
517,06.01.2019 09:15 - 06.01.2019 09:30,50639.0,48440.0,-2199.0,37
518,06.01.2019 09:30 - 06.01.2019 09:45,50110.0,49235.0,-875.0,38
519,06.01.2019 09:45 - 06.01.2019 10:00,50845.0,49903.0,-942.0,39
520,06.01.2019 10:00 - 06.01.2019 10:15,51153.0,50905.0,-248.0,40
521,06.01.2019 10:15 - 06.01.2019 10:30,51577.0,51698.0,121.0,41
522,06.01.2019 10:30 - 06.01.2019 10:45,51648.0,52398.0,750.0,42
523,06.01.2019 10:45 - 06.01.2019 11:00,52452.0,52984.0,532.0,43
524,06.01.2019 11:00 - 06.01.2019 11:15,53463.0,53791.0,328.0,44
525,06.01.2019 11:15 - 06.01.2019 11:30,53840.0,54241.0,401.0,45
526,06.01.2019 11:30 - 06.01.2019 11:45,54666.0,54685.0,19.0,46
527,06.01.2019 11:45 - 06.01.2019 12:00,54663.0,54886.0,223.0,47
528,06.01.2019 12:00 - 06.01.2019 12:15,53939.0,55068.0,1129.0,48
529,06.01.2019 12:15 - 06.01.2019 12:30,54048.0,54846.0,798.0,49
530,06.01.2019 12:30 - 06.01.2019 12:45,53619.0,54758.0,1139.0,50
531,06.01.2019 12:45 - 06.01.2019 13:00,53351.0,54444.0,1093.0,51
532,06.01.2019 13:00 - 06.01.2019 13:15,52893.0,53961.0,1068.0,52
533,06.01.2019 13:15 - 06.01.2019 13:30,52227.0,53571.0,1344.0,53
534,06.01.2019 13:30 - 06.01.2019 13:45,52011.0,53479.0,1468.0,54
535,06.01.2019 13:45 - 06.01.2019 14:00,51530.0,53294.0,1764.0,55
536,06.01.2019 14:00 - 06.01.2019 14:15,51382.0,53669.0,2287.0,56
537,06.01.2019 14:15 - 06.01.2019 14:30,50717.0,53335.0,2618.0,57
538,06.01.2019 14:30 - 06.01.2019 14:45,50666.0,53069.0,2403.0,58
539,06.01.2019 14:45 - 06.01.2019 15:00,51034.0,52776.0,1742.0,59
540,06.01.2019 15:00 - 06.01.2019 15:15,51706.0,52304.0,598.0,60
541,06.01.2019 15:15 - 06.01.2019 15:30,50855.0,52375.0,1520.0,61
542,06.01.2019 15:30 - 06.01.2019 15:45,51028.0,52300.0,1272.0,62
543,06.01.2019 15:45 - 06.01.2019 16:00,50974.0,52281.0,1307.0,63
544,06.01.2019 16:00 - 06.01.2019 16:15,51956.0,52493.0,537.0,64
545,06.01.2019 16:15 - 06.01.2019 16:30,52498.0,53164.0,666.0,65
546,06.01.2019 16:30 - 06.01.2019 16:45,53147.0,54164.0,1017.0,66
547,06.01.2019 16:45 - 06.01.2019 17:00,53633.0,55427.0,1794.0,67
548,06.01.2019 17:00 - 06.01.2019 17:15,55181.0,56697.0,1516.0,68
549,06.01.2019 17:15 - 06.01.2019 17:30,55881.0,57402.0,1521.0,69
550,06.01.2019 17:30 - 06.01.2019 17:45,56101.0,57802.0,1701.0,70
551,06.01.2019 17:45 - 06.01.2019 18:00,56712.0,58004.0,1292.0,71
552,06.01.2019 18:00 - 06.01.2019 18:15,56764.0,58809.0,2045.0,72
553,06.01.2019 18:15 - 06.01.2019 18:30,57001.0,58815.0,1814.0,73
554,06.01.2019 18:30 - 06.01.2019 18:45,56818.0,58469.0,1651.0,74
555,06.01.2019 18:45 - 06.01.2019 19:00,55793.0,57885.0,2092.0,75
556,06.01.2019 19:00 - 06.01.2019 19:15,55766.0,57902.0,2136.0,76
557,06.01.2019 19:15 - 06.01.2019 19:30,55281.0,57367.0,2086.0,77
558,06.01.2019 19:30 - 06.01.2019 19:45,54778.0,57171.0,2393.0,78
559,06.01.2019 19:45 - 06.01.2019 20:00,53436.0,56589.0,3153.0,79
560,06.01.2019 20:00 - 06.01.2019 20:15,53800.0,56004.0,2204.0,80
561,06.01.2019 20:15 - 06.01.2019 20:30,52802.0,55345.0,2543.0,81
562,06.01.2019 20:30 - 06.01.2019 20:45,52264.0,54446.0,2182.0,82
563,06.01.2019 20:45 - 06.01.2019 21:00,52052.0,53979.0,1927.0,83
564,06.01.2019 21:00 - 06.01.2019 21:15,51190.0,53359.0,2169.0,84
565,06.01.2019 21:15 - 06.01.2019 21:30,50965.0,53212.0,2247.0,85
566,06.01.2019 21:30 - 06.01.2019 21:45,51581.0,52900.0,1319.0,86
567,06.01.2019 21:45 - 06.01.2019 22:00,51451.0,52288.0,837.0,87
568,06.01.2019 22:00 - 06.01.2019 22:15,52062.0,53134.0,1072.0,88
569,06.01.2019 22:15 - 06.01.2019 22:30,50533.0,53541.0,3008.0,89
570,06.01.2019 22:30 - 06.01.2019 22:45,50787.0,52289.0,1502.0,90
571,06.01.2019 22:45 - 06.01.2019 23:00,49556.0,51408.0,1852.0,91
572,06.01.2019 23:00 - 06.01.2019 23:15,49473.0,51159.0,1686.0,92
573,06.01.2019 23:15 - 06.01.2019 23:30,48559.0,50508.0,1949.0,93
574,06.01.2019 23:30 - 06.01.2019 23:45,46906.0,49792.0,2886.0,94
575,06.01.2019 23:45 - 07.01.2019 00:00,46721.0,48457.0,1736.0,95
576,07.01.2019 00:00 - 07.01.2019 00:15,45667.0,47664.0,1997.0,0
577,07.01.2019 00:15 - 07.01.2019 00:30,45336.0,46827.0,1491.0,1
578,07.01.2019 00:30 - 07.01.2019 00:45,44775.0,45857.0,1082.0,2
579,07.01.2019 00:45 - 07.01.2019 01:00,44275.0,45195.0,920.0,3
580,07.01.2019 01:00 - 07.01.2019 01:15,43943.0,45141.0,1198.0,4
581,07.01.2019 01:15 - 07.01.2019 01:30,43579.0,44404.0,825.0,5
582,07.01.2019 01:30 - 07.01.2019 01:45,43433.0,43978.0,545.0,6
583,07.01.2019 01:45 - 07.01.2019 02:00,43310.0,43835.0,525.0,7
584,07.01.2019 02:00 - 07.01.2019 02:15,43021.0,44054.0,1033.0,8
585,07.01.2019 02:15 - 07.01.2019 02:30,42899.0,43789.0,890.0,9
586,07.01.2019 02:30 - 07.01.2019 02:45,43164.0,43346.0,182.0,10
587,07.01.2019 02:45 - 07.01.2019 03:00,43173.0,43310.0,137.0,11
588,07.01.2019 03:00 - 07.01.2019 03:15,43125.0,43976.0,851.0,12
589,07.01.2019 03:15 - 07.01.2019 03:30,43072.0,44074.0,1002.0,13
590,07.01.2019 03:30 - 07.01.2019 03:45,43205.0,44100.0,895.0,14
591,07.01.2019 03:45 - 07.01.2019 04:00,43518.0,44346.0,828.0,15
592,07.01.2019 04:00 - 07.01.2019 04:15,44275.0,45492.0,1217.0,16
593,07.01.2019 04:15 - 07.01.2019 04:30,44548.0,45465.0,917.0,17
594,07.01.2019 04:30 - 07.01.2019 04:45,44920.0,45837.0,917.0,18
595,07.01.2019 04:45 - 07.01.2019 05:00,45461.0,46681.0,1220.0,19
596,07.01.2019 05:00 - 07.01.2019 05:15,46828.0,49017.0,2189.0,20
597,07.01.2019 05:15 - 07.01.2019 05:30,47542.0,49520.0,1978.0,21
598,07.01.2019 05:30 - 07.01.2019 05:45,48749.0,50921.0,2172.0,22
599,07.01.2019 05:45 - 07.01.2019 06:00,50136.0,52738.0,2602.0,23
600,07.01.2019 06:00 - 07.01.2019 06:15,52937.0,56694.0,3757.0,24
601,07.01.2019 06:15 - 07.01.2019 06:30,55148.0,59218.0,4070.0,25
602,07.01.2019 06:30 - 07.01.2019 06:45,56733.0,61080.0,4347.0,26
603,07.01.2019 06:45 - 07.01.2019 07:00,58349.0,62369.0,4020.0,27
604,07.01.2019 07:00 - 07.01.2019 07:15,59919.0,64906.0,4987.0,28
605,07.01.2019 07:15 - 07.01.2019 07:30,60692.0,65853.0,5161.0,29
606,07.01.2019 07:30 - 07.01.2019 07:45,61779.0,66997.0,5218.0,30
607,07.01.2019 07:45 - 07.01.2019 08:00,62677.0,67682.0,5005.0,31
608,07.01.2019 08:00 - 07.01.2019 08:15,63887.0,68612.0,4725.0,32
609,07.01.2019 08:15 - 07.01.2019 08:30,63935.0,68777.0,4842.0,33
610,07.01.2019 08:30 - 07.01.2019 08:45,64076.0,69249.0,5173.0,34
611,07.01.2019 08:45 - 07.01.2019 09:00,64326.0,69444.0,5118.0,35
612,07.01.2019 09:00 - 07.01.2019 09:15,64125.0,69004.0,4879.0,36
613,07.01.2019 09:15 - 07.01.2019 09:30,64430.0,69102.0,4672.0,37
614,07.01.2019 09:30 - 07.01.2019 09:45,64609.0,69205.0,4596.0,38
615,07.01.2019 09:45 - 07.01.2019 10:00,64945.0,69387.0,4442.0,39
616,07.01.2019 10:00 - 07.01.2019 10:15,65179.0,69861.0,4682.0,40
617,07.01.2019 10:15 - 07.01.2019 10:30,65265.0,70271.0,5006.0,41
618,07.01.2019 10:30 - 07.01.2019 10:45,65445.0,70364.0,4919.0,42
619,07.01.2019 10:45 - 07.01.2019 11:00,65845.0,70794.0,4949.0,43
620,07.01.2019 11:00 - 07.01.2019 11:15,66286.0,70978.0,4692.0,44
621,07.01.2019 11:15 - 07.01.2019 11:30,66534.0,71391.0,4857.0,45
622,07.01.2019 11:30 - 07.01.2019 11:45,66968.0,71458.0,4490.0,46
623,07.01.2019 11:45 - 07.01.2019 12:00,67540.0,71430.0,3890.0,47
624,07.01.2019 12:00 - 07.01.2019 12:15,66353.0,71094.0,4741.0,48
625,07.01.2019 12:15 - 07.01.2019 12:30,66524.0,71114.0,4590.0,49
626,07.01.2019 12:30 - 07.01.2019 12:45,66254.0,71180.0,4926.0,50
627,07.01.2019 12:45 - 07.01.2019 13:00,66440.0,71046.0,4606.0,51
628,07.01.2019 13:00 - 07.01.2019 13:15,66350.0,71372.0,5022.0,52
629,07.01.2019 13:15 - 07.01.2019 13:30,65978.0,71767.0,5789.0,53
630,07.01.2019 13:30 - 07.01.2019 13:45,65653.0,71621.0,5968.0,54
631,07.01.2019 13:45 - 07.01.2019 14:00,65296.0,71013.0,5717.0,55
632,07.01.2019 14:00 - 07.01.2019 14:15,65127.0,71051.0,5924.0,56
633,07.01.2019 14:15 - 07.01.2019 14:30,64842.0,71068.0,6226.0,57
634,07.01.2019 14:30 - 07.01.2019 14:45,64919.0,71176.0,6257.0,58
635,07.01.2019 14:45 - 07.01.2019 15:00,64302.0,70962.0,6660.0,59
636,07.01.2019 15:00 - 07.01.2019 15:15,63210.0,70767.0,7557.0,60
637,07.01.2019 15:15 - 07.01.2019 15:30,64865.0,70589.0,5724.0,61
638,07.01.2019 15:30 - 07.01.2019 15:45,64687.0,70299.0,5612.0,62
639,07.01.2019 15:45 - 07.01.2019 16:00,64310.0,70614.0,6304.0,63
640,07.01.2019 16:00 - 07.01.2019 16:15,64658.0,70566.0,5908.0,64
641,07.01.2019 16:15 - 07.01.2019 16:30,63767.0,71241.0,7474.0,65
642,07.01.2019 16:30 - 07.01.2019 16:45,61904.0,72113.0,10209.0,66
643,07.01.2019 16:45 - 07.01.2019 17:00,62412.0,72874.0,10462.0,67
644,07.01.2019 17:00 - 07.01.2019 17:15,63497.0,73715.0,10218.0,68
645,07.01.2019 17:15 - 07.01.2019 17:30,63928.0,73864.0,9936.0,69
646,07.01.2019 17:30 - 07.01.2019 17:45,64181.0,74131.0,9950.0,70
647,07.01.2019 17:45 - 07.01.2019 18:00,64501.0,74630.0,10129.0,71
